PI_SharpSAT-TD,551.59
Hybrid_SharpSAT-TD,528.1999999999999
Tseitin_SharpSAT-TD,437.48
PI_SharpSAT-TD,184.74
Hybrid_SharpSAT-TD,176.33
PI_SharpSAT-TD,1491.5800000000002
Hybrid_SharpSAT-TD,1473.05
Tseitin_SharpSAT-TD,133.20999999999998
PI_SharpSAT-TD,15.91
Hybrid_SharpSAT-TD,24.020000000000003
Tseitin_SharpSAT-TD,164.61
PI_SharpSAT-TD,11.59
Hybrid_SharpSAT-TD,17.669999999999998
Tseitin_SharpSAT-TD,1512.98
PI_SharpSAT-TD,279.23
Hybrid_SharpSAT-TD,274.15
Tseitin_SharpSAT-TD,74.07000000000001
PI_SharpSAT-TD,23.060000000000002
Hybrid_SharpSAT-TD,20.32
PI_SharpSAT-TD,300.82
Hybrid_SharpSAT-TD,286.3
Tseitin_SharpSAT-TD,81.96000000000001
PI_SharpSAT-TD,11.3
Hybrid_SharpSAT-TD,10.56
Tseitin_SharpSAT-TD,30.92
PI_SharpSAT-TD,12.89
Hybrid_SharpSAT-TD,11.19
Tseitin_SharpSAT-TD,403.66
PI_SharpSAT-TD,242.64000000000001
Hybrid_SharpSAT-TD,244.23999999999998
Tseitin_SharpSAT-TD,85.39
PI_SharpSAT-TD,12.209999999999999
Hybrid_SharpSAT-TD,10.690000000000001
Tseitin_SharpSAT-TD,181.58999999999997
PI_SharpSAT-TD,16.990000000000002
Hybrid_SharpSAT-TD,25.97
Tseitin_SharpSAT-TD,82.15
PI_SharpSAT-TD,20.619999999999997
Hybrid_SharpSAT-TD,19.14
Tseitin_SharpSAT-TD,75.71000000000001
PI_SharpSAT-TD,12.73
Hybrid_SharpSAT-TD,10.82
Tseitin_SharpSAT-TD,53.01
PI_SharpSAT-TD,10.91
Hybrid_SharpSAT-TD,9.91
PI_SharpSAT-TD,40.010000000000005
Hybrid_SharpSAT-TD,38.99
Tseitin_SharpSAT-TD,57.23
PI_SharpSAT-TD,11.44
Hybrid_SharpSAT-TD,10.700000000000001
PI_SharpSAT-TD,657.83
Hybrid_SharpSAT-TD,653.8599999999999
Tseitin_SharpSAT-TD,19.900000000000002
PI_SharpSAT-TD,9.15
Hybrid_SharpSAT-TD,8.02
PI_SharpSAT-TD,197.65
Hybrid_SharpSAT-TD,186.06
Tseitin_SharpSAT-TD,261.58
PI_SharpSAT-TD,77.32000000000001
Hybrid_SharpSAT-TD,79.61
Tseitin_SharpSAT-TD,63.48
PI_SharpSAT-TD,11.66
Hybrid_SharpSAT-TD,10.03
fASP_conj,0.44
fASP_src,0.47
AEON,17.869999999999997
Hybrid_BMSA,4.0
Tseitin_SharpSAT-TD,1.93
PI_SharpSAT-TD,7.3100000000000005
Hybrid_SharpSAT-TD,3.98
Tseitin_SharpSAT-TD,119.00999999999999
PI_SharpSAT-TD,39.1
Hybrid_SharpSAT-TD,20.62
fASP_conj,0.53
fASP_src,0.52
AEON,0.5
Hybrid_BMSA,4.38
Tseitin_SharpSAT-TD,2.2
PI_SharpSAT-TD,5.08
Hybrid_SharpSAT-TD,4.7
fASP_conj,0.78
fASP_src,0.79
AEON,1.09
Hybrid_BMSA,5.32
Tseitin_SharpSAT-TD,2.58
PI_SharpSAT-TD,6.54
Hybrid_SharpSAT-TD,6.220000000000001
Tseitin_SharpSAT-TD,30.33
PI_SharpSAT-TD,9.290000000000001
Hybrid_SharpSAT-TD,7.970000000000001
Tseitin_SharpSAT-TD,80.39
PI_SharpSAT-TD,25.26
Hybrid_SharpSAT-TD,21.01
Tseitin_SharpSAT-TD,259.8
PI_SharpSAT-TD,177.59
Hybrid_SharpSAT-TD,173.6
fASP_conj,0.52
fASP_src,0.51
AEON,0.49
Hybrid_BMSA,4.56
Tseitin_SharpSAT-TD,2.09
PI_SharpSAT-TD,5.010000000000001
Hybrid_SharpSAT-TD,4.84
Tseitin_SharpSAT-TD,57.199999999999996
PI_SharpSAT-TD,13.96
Hybrid_SharpSAT-TD,12.31
Tseitin_SharpSAT-TD,29.48
PI_SharpSAT-TD,8.39
Hybrid_SharpSAT-TD,7.69
Tseitin_SharpSAT-TD,74.1
PI_SharpSAT-TD,19.74
Hybrid_SharpSAT-TD,19.07
fASP_conj,0.98
fASP_src,1.03
AEON,1.59
Hybrid_BMSA,5.959999999999999
Tseitin_SharpSAT-TD,2.6599999999999997
PI_SharpSAT-TD,7.33
Hybrid_SharpSAT-TD,5.86
fASP_conj,1.1400000000000001
fASP_src,1.2
AEON,1.99
Hybrid_BMSA,5.63
Tseitin_SharpSAT-TD,2.87
PI_SharpSAT-TD,7.62
Hybrid_SharpSAT-TD,5.949999999999999
PI_SharpSAT-TD,161.69
Hybrid_SharpSAT-TD,159.47
Tseitin_SharpSAT-TD,56.43
PI_SharpSAT-TD,41.64
Hybrid_SharpSAT-TD,39.379999999999995
Tseitin_SharpSAT-TD,145.99
PI_SharpSAT-TD,24.66
Hybrid_SharpSAT-TD,23.55
Tseitin_SharpSAT-TD,248.29
PI_SharpSAT-TD,73.1
Hybrid_SharpSAT-TD,70.22
Tseitin_SharpSAT-TD,214.17000000000002
PI_SharpSAT-TD,25.77
Hybrid_SharpSAT-TD,40.22
Tseitin_SharpSAT-TD,34.17
PI_SharpSAT-TD,9.54
Hybrid_SharpSAT-TD,8.030000000000001
Hybrid_SharpSAT-TD,1554.45
PI_SharpSAT-TD,74.77
Hybrid_SharpSAT-TD,72.7
Tseitin_SharpSAT-TD,52.629999999999995
PI_SharpSAT-TD,15.08
Hybrid_SharpSAT-TD,12.24
Tseitin_SharpSAT-TD,949.1
PI_SharpSAT-TD,428.05
Hybrid_SharpSAT-TD,414.91999999999996
PI_SharpSAT-TD,895.88
Hybrid_SharpSAT-TD,922.1
Tseitin_SharpSAT-TD,190.96
PI_SharpSAT-TD,22.76
Hybrid_SharpSAT-TD,21.54
fASP_conj,0.5
fASP_src,0.5
AEON,0.49
Hybrid_BMSA,4.489999999999999
Tseitin_SharpSAT-TD,2.02
PI_SharpSAT-TD,5.0
Hybrid_SharpSAT-TD,4.72
Tseitin_SharpSAT-TD,52.37
PI_SharpSAT-TD,14.010000000000002
Hybrid_SharpSAT-TD,11.440000000000001
Tseitin_SharpSAT-TD,236.92
PI_SharpSAT-TD,506.42
Hybrid_SharpSAT-TD,507.19
Tseitin_SharpSAT-TD,744.59
PI_SharpSAT-TD,63.81
Hybrid_SharpSAT-TD,62.55
fASP_conj,3.1100000000000003
fASP_src,3.1799999999999997
AEON,8.879999999999999
Hybrid_BMSA,9.959999999999999
Tseitin_SharpSAT-TD,3.67
PI_SharpSAT-TD,13.15
Hybrid_SharpSAT-TD,10.549999999999999
fASP_conj,0.79
fASP_src,0.79
AEON,1.07
Hybrid_BMSA,5.51
Tseitin_SharpSAT-TD,3.81
PI_SharpSAT-TD,7.09
Hybrid_SharpSAT-TD,5.359999999999999
Tseitin_SharpSAT-TD,221.43
PI_SharpSAT-TD,1438.91
Tseitin_SharpSAT-TD,61.26
PI_SharpSAT-TD,22.200000000000003
Hybrid_SharpSAT-TD,21.12
Tseitin_SharpSAT-TD,173.47
PI_SharpSAT-TD,42.03
Hybrid_SharpSAT-TD,41.02
Tseitin_SharpSAT-TD,80.18
PI_SharpSAT-TD,82.02000000000001
Hybrid_SharpSAT-TD,81.14
fASP_conj,1.7599999999999998
fASP_src,1.99
Hybrid_BMSA,6.83
Tseitin_SharpSAT-TD,3.18
PI_SharpSAT-TD,9.25
Hybrid_SharpSAT-TD,7.5
Tseitin_SharpSAT-TD,31.47
PI_SharpSAT-TD,13.79
Hybrid_SharpSAT-TD,12.97
PI_SharpSAT-TD,1374.88
Hybrid_SharpSAT-TD,1424.41
Tseitin_SharpSAT-TD,10.17
PI_SharpSAT-TD,8.99
Hybrid_SharpSAT-TD,7.76
Tseitin_SharpSAT-TD,52.76
PI_SharpSAT-TD,12.52
Hybrid_SharpSAT-TD,10.75
PI_SharpSAT-TD,154.77
Hybrid_SharpSAT-TD,151.48000000000002
Tseitin_SharpSAT-TD,19.169999999999998
PI_SharpSAT-TD,9.89
Hybrid_SharpSAT-TD,8.18
fASP_conj,1.08
fASP_src,1.1800000000000002
AEON,3.11
Hybrid_BMSA,6.18
Tseitin_SharpSAT-TD,2.83
PI_SharpSAT-TD,7.2299999999999995
Hybrid_SharpSAT-TD,6.21
Tseitin_SharpSAT-TD,285.28
PI_SharpSAT-TD,132.21
Hybrid_SharpSAT-TD,140.79
Tseitin_SharpSAT-TD,176.27999999999997
PI_SharpSAT-TD,29.759999999999998
Hybrid_SharpSAT-TD,28.18
Tseitin_SharpSAT-TD,27.95
PI_SharpSAT-TD,9.73
Hybrid_SharpSAT-TD,8.18
Tseitin_SharpSAT-TD,101.01
PI_SharpSAT-TD,15.87
Hybrid_SharpSAT-TD,14.22
Tseitin_SharpSAT-TD,77.47
PI_SharpSAT-TD,10.6
Hybrid_SharpSAT-TD,9.72
Tseitin_SharpSAT-TD,82.89
PI_SharpSAT-TD,14.709999999999999
Hybrid_SharpSAT-TD,13.33
fASP_conj,2.09
fASP_src,2.18
AEON,5.06
Hybrid_BMSA,9.09
Tseitin_SharpSAT-TD,3.3200000000000003
PI_SharpSAT-TD,10.29
Hybrid_SharpSAT-TD,8.02
fASP_conj,1.75
fASP_src,1.83
Hybrid_BMSA,7.89
Tseitin_SharpSAT-TD,3.21
PI_SharpSAT-TD,10.17
Hybrid_SharpSAT-TD,8.2
Tseitin_SharpSAT-TD,405.19
PI_SharpSAT-TD,70.46
