Instance,PyBoolNet,SAF,SAF_SharpSAT-TD,fASP_conj,fASP_src,AEON,Hybrid_BMSA,Tseitin_SharpSAT-TD,PI_SharpSAT-TD,Hybrid_SharpSAT-TD
120_3690_26267,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,ERROR
121_1002_8553,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,164.61,11.59,17.67
122_4688_43349,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,ERROR
123_3846_37946,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
124_2183_12938,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
125_2338_20154,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
126_1391_9266,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
127_4625_35537,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
128_4780_46675,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
129_1284_4244,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
12_3335_33709,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
130_3610_17497,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
131_2704_18393,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
132_4774_66065,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
133_2554_25933,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
134_2831_27955,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
135_3845_40672,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
136_4497_29470,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
137_2521_29336,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,1512.98,279.23,274.15
138_2581_33912,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,74.07,23.06,20.32
139_4032_30996,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
13_1367_7324,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
140_3115_25318,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
141_2196_27570,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,300.82,286.30
142_3485_20636,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
143_4115_31409,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
144_2061_17620,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
145_1526_8092,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
146_4874_56335,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
147_3913_25928,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
148_2741_18472,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
149_3411_50185,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
14_4076_31715,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
150_3925_38816,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
151_1484_20586,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,81.96,11.30,10.56
152_3458_27134,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
153_3412_19583,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,TIMEOUT
154_2257_30401,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,30.92,12.89,11.19
155_2815_29751,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,403.66,242.64,244.24
156_4886_41640,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
157_2081_18306,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
158_1882_12161,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
159_3222_24409,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
15_4508_43236,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
160_1937_27467,ERROR,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,85.39,12.21,10.69
161_2516_19487,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
162_2660_20441,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
163_2283_22643,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
164_1004_9183,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,181.59,16.99,25.97
165_1503_9148,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
166_1846_15763,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,82.15,20.62,19.14
167_3873_52381,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
168_4852_56067,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
169_2928_14027,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
16_1627_9550,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
170_2113_28077,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,75.71,12.73,10.82
171_3919_49464,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
172_3992_35006,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
173_2388_18313,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
174_1339_17795,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,53.01,10.91,9.91
175_1162_15439,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,40.01,38.99
176_2083_11243,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
177_2899_21272,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
178_1615_22457,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,57.23,11.44,10.70
179_3800_46065,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
17_3627_31874,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
180_1112_5292,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
181_4188_30864,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
182_3816_22958,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,TIMEOUT
183_1575_16001,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,657.83,653.86
184_1948_13150,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
185_4802_47701,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
186_2512_20548,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
187_1329_18371,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,19.90,9.15,8.02
188_2660_14198,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
189_2291_24177,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,197.65,186.06
18_2216_14198,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
190_1760_7630,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
191_3216_38950,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
192_4020_25795,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
193_4646_23242,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
194_1175_11464,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,261.58,77.32,79.61
195_4379_35795,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
196_2807_14009,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
197_4679_41068,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
198_3390_25087,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
199_3789_27793,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
19_3565_21639,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
1_3249_43408,ERROR,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
200_2451_15900,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
201_3570_23723,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
202_1583_10824,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
203_3156_26835,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
204_2302_24412,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,63.48,11.66,10.03
205_1474_6290,TIMEOUT,TIMEOUT,TIMEOUT,0.44,0.47,17.87,4.00,1.93,7.31,3.98
206_2604_36302,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,119.01,39.10,20.62
207_1632_8033,TIMEOUT,TIMEOUT,TIMEOUT,0.53,0.52,0.50,4.38,2.20,5.08,4.70
208_1662_13613,TIMEOUT,TIMEOUT,TIMEOUT,0.78,0.79,1.09,5.32,2.58,6.54,6.22
209_4046_31260,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
20_3776_20788,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,TIMEOUT
210_2794_15771,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
211_3353_16070,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
212_2951_22911,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
213_3371_28694,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
214_2781_25525,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
215_1356_7032,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
216_1802_10239,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
217_1202_16614,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,30.33,9.29,7.97
218_1747_6784,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
219_3001_31843,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
21_3657_20816,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
220_2712_24794,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
221_3919_42861,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
222_2668_21981,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,ERROR
223_3090_20564,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
224_2750_16485,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
225_4056_54611,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,80.39,25.26,21.01
226_1993_26426,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,259.80,177.59,173.60
227_3961_27074,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,ERROR
228_3990_35155,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,TIMEOUT
229_2672_18263,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
22_2410_18587,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
230_1628_7880,TIMEOUT,TIMEOUT,TIMEOUT,0.52,0.51,0.49,4.56,2.09,5.01,4.84
231_4357_31736,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
232_1977_26222,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,57.20,13.96,12.31
233_1695_10141,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
234_2979_18461,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
235_1154_11962,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,29.48,8.39,7.69
236_4024_34286,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
237_990_8073,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,74.10,19.74,19.07
238_2759_16663,TIMEOUT,TIMEOUT,TIMEOUT,0.98,1.03,1.59,5.96,2.66,7.33,5.86
239_3595_18708,TIMEOUT,TIMEOUT,TIMEOUT,1.14,1.20,1.99,5.63,2.87,7.62,5.95
23_2557_27124,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,161.69,159.47
240_2888_16545,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
