Instance,PyBoolNet,SAF,SAF_SharpSAT-TD,fASP_conj,fASP_src,AEON,Hybrid_BMSA,Tseitin_SharpSAT-TD,PI_SharpSAT-TD,Hybrid_SharpSAT-TD
241_1702_6205,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
242_2807_36868,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,56.43,41.64,39.38
243_4077_27745,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
244_3011_29749,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
245_1253_12026,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,145.99,24.66,23.55
246_2729_14749,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
247_2416_23941,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,248.29,73.10,70.22
248_2176_32059,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,214.17,25.77,40.22
249_2170_21463,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
24_3449_37732,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
250_4754_47139,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
251_1390_10768,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
252_1488_20657,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,34.17,9.54,8.03
253_2802_26287,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
254_1112_5605,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,1554.45
255_2268_19288,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
256_1724_15044,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
257_2348_31122,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,74.77,72.70
258_1033_4160,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
259_2846_16095,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
25_3300_17611,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
260_4265_25557,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
261_2462_25433,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
262_2101_21658,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
263_2399_20427,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
264_1654_14000,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
265_1093_4593,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
266_2232_12676,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
267_3962_36356,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
268_2803_30789,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,52.63,15.08,12.24
269_2392_10028,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
26_1920_20284,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,949.10,428.05,414.92
270_2295_17892,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
271_2127_18725,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
272_1658_14400,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,895.88,922.10
273_1155_15536,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,190.96,22.76,21.54
274_1607_14143,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
275_2990_15141,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
276_2022_15745,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
277_1107_8108,TIMEOUT,TIMEOUT,TIMEOUT,0.50,0.50,0.49,4.49,2.02,5.00,4.72
278_3007_27609,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
279_2441_15556,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
27_3162_29854,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
280_4019_50647,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
281_2832_21560,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
282_4494_25565,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
283_2313_13757,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
284_1537_13127,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
285_4921_57024,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
286_1788_6980,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
287_3392_26103,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,ERROR
288_2805_18234,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
289_1398_8029,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
28_3229_39011,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
290_3579_20283,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,ERROR
291_1846_9814,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
292_1831_10406,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
293_2486_33097,ERROR,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,52.37,14.01,11.44
294_4268_42171,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
295_2013_17137,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
296_2586_17698,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
297_3896_16756,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
298_1044_8012,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,236.92,506.42,507.19
299_4065_21224,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
29_1459_9435,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
2_978_5644,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
300_4085_22777,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
301_3304_33381,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
302_1413_11450,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,744.59,63.81,62.55
303_2155_11741,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
304_3844_53456,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
305_2024_9727,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
306_3681_51131,TIMEOUT,TIMEOUT,TIMEOUT,3.11,3.18,8.88,9.96,3.67,13.15,10.55
307_1594_7848,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
308_3635_28433,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
309_3250_19793,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
30_4283_43327,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
310_3092_26375,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
311_4014_40690,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
312_3077_18385,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
313_1832_12983,TIMEOUT,TIMEOUT,TIMEOUT,0.79,0.79,1.07,5.51,3.81,7.09,5.36
314_1056_3868,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,221.43,1438.91,TIMEOUT
315_2091_8753,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
316_1163_5172,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
317_2849_17067,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
318_4780_60113,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
319_3025_18025,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
31_2590_31492,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
320_2337_24841,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,61.26,22.20,21.12
321_4636_34052,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
322_1005_9944,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,173.47,42.03,41.02
323_4700_41279,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
324_2571_9884,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
325_2327_14924,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
326_3147_16147,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
327_1228_9391,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,80.18,82.02,81.14
328_2129_8662,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
329_4411_25010,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
32_1472_12450,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
330_1694_10108,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
331_1963_11699,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
332_2316_11046,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
333_2485_17525,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
334_1250_6241,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
335_4737_28560,TIMEOUT,TIMEOUT,TIMEOUT,1.76,1.99,TIMEOUT,6.83,3.18,9.25,7.50
336_2814_25946,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
337_4126_54693,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
338_2194_22486,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
339_3074_31752,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
33_4691_34307,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
340_4034_16741,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,TIMEOUT
341_4593_45200,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
342_4900_37556,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,ERROR
343_2934_12868,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
344_3033_30875,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
345_1509_8576,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
346_1146_8678,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,31.47,13.79,12.97
347_1517_9807,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
348_4743_29463,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
349_3075_23765,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
34_2073_12101,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
350_1267_13061,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,1374.88,1424.41
351_2860_15568,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
352_1480_8600,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
353_1507_12876,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
354_3158_19046,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
355_1877_14402,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
356_3473_30365,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
357_2294_19502,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
358_4490_43124,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
359_1281_18147,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,10.17,8.99,7.76
35_2333_8482,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
360_2086_29655,ERROR,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,52.76,12.52,10.75
361_2102_16347,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
362_3615_17922,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
363_2212_9257,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
364_3841_51175,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
365_2972_15550,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
366_3274_27933,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
367_3768_50257,ERROR,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
368_3629_50478,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,154.77,151.48
369_2876_16173,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
36_1652_21936,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,19.17,9.89,8.18
370_3762_33255,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
371_3837_19935,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
372_2040_18746,TIMEOUT,TIMEOUT,TIMEOUT,1.08,1.18,3.11,6.18,2.83,7.23,6.21
373_2496_16665,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
374_1180_10351,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,285.28,132.21,140.79
375_4409_28515,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
376_2063_20490,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
377_2123_29375,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,176.28,29.76,28.18
378_2885_16402,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
379_2994_24380,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,TIMEOUT,TIMEOUT,TIMEOUT
37_4573_40033,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,ERROR,ERROR
380_4465_44146,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,OUT_OF_MEMORY,ERROR,TIMEOUT,TIMEOUT
