Instance,PyBoolNet,SAF,SAF_SharpSAT-TD,fASP_conj,fASP_src,AEON,Hybrid_BMSA,Tseitin_SharpSAT-TD,PI_SharpSAT-TD,Hybrid_SharpSAT-TD
074,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*
075,,0*,0*,0*,0*,0*,0*,0*,0*,0*
076,15*,15*,15*,15*,15*,15*,15*,15*,15*,15*
077,2048*,2048*,2048*,2048*,2048*,2048*,2048*,2048*,2048*,2048*
078,,213157*,213157*,213157*,213157*,213157*,213157*,213157*,213157*,213157*
079,,,,101376*,101376*,101376*,,101376*,101376*,101376*
080,49152*,49152*,49152*,49152*,49152*,49152*,49152*,49152*,49152*,49152*
081,4*,4*,4*,4*,4*,4*,4*,4*,4*,4*
082,97792*,97792*,97792*,97792*,97792*,97792*,97792*,97792*,97792*,97792*
083,2460*,2460*,2460*,2460*,2460*,2460*,2460*,2460*,2460*,2460*
084,,12065280*,12065280*,,12065280*,12065280*,12065280*,12065280*,12065280*,12065280*
085,20*,20*,20*,20*,20*,20*,20*,20*,20*,20*
086,9*,9*,9*,9*,9*,9*,9*,9*,9*,9*
087,,15598884864*,15598884864*,,15598884864*,15598884864*,15598884864*,15598884864*,15598884864*,15598884864*
088,3*,3*,3*,3*,3*,3*,3*,3*,3*,3*
089,12*,12*,12*,12*,12*,12*,12*,12*,12*,12*
090,12*,12*,12*,12*,12*,12*,12*,12*,12*,12*
091,12*,12*,12*,12*,12*,12*,12*,12*,12*,12*
092,276*,276*,276*,276*,276*,276*,276*,276*,276*,276*
093,41152*,41152*,41152*,41152*,41152*,41152*,41152*,41152*,41152*,41152*
094,2080*,2080*,2080*,2080*,2080*,2080*,2080*,2080*,2080*,2080*
095,12*,12*,12*,12*,12*,12*,12*,12*,12*,12*
096,3*,3*,3*,3*,3*,3*,3*,3*,3*,3*
097,4*,4*,4*,4*,4*,4*,4*,4*,4*,4*
098,5234*,5234*,5234*,5234*,5234*,5234*,5234*,5234*,5234*,5234*
099,22*,22*,22*,22*,22*,22*,22*,22*,22*,22*
100,8*,8*,8*,8*,8*,8*,8*,8*,8*,8*
101,,30297600*,30297600*,,30297600*,30297600*,30297600*,30297600*,30297600*,30297600*
102,8*,8*,8*,8*,8*,8*,8*,8*,8*,8*
103,8*,8*,8*,8*,8*,8*,8*,8*,8*,8*
104,7*,7*,7*,7*,7*,7*,7*,7*,7*,7*
105,32*,32*,32*,32*,32*,32*,32*,32*,32*,32*
106,,6005760*,6005760*,,6005760*,6005760*,6005760*,6005760*,6005760*,6005760*
107,4*,4*,4*,4*,4*,4*,4*,4*,4*,4*
108,4*,4*,4*,4*,4*,4*,4*,4*,4*,4*
109,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*
110,2*,2*,2*,2*,2*,2*,2*,2*,2*,2*
111,32768*,32768*,32768*,32768*,32768*,32768*,32768*,32768*,32768*,32768*
112,,104857600*,104857600*,,104857600*,104857600*,104857600*,104857600*,104857600*,104857600*
113,,,1168455003694263561093120*,,,,,1168455003694263561093120*,1168455003694263561093120*,1168455003694263561093120*
114,,2439218462720*,2439218462720*,,,2439218462720*,,2439218462720*,2439218462720*,2439218462720*
115,655360*,655360*,655360*,655360*,655360*,655360*,655360*,655360*,655360*,655360*
116,,,423188831391449088*,,,423188831391449088*,,423188831391449088*,423188831391449088*,423188831391449088*
117,,1835008*,1835008*,1835008*,1835008*,1835008*,1835008*,1835008*,1835008*,1835008*
118,,67545198297874432*,67545198297874432*,,,67545198297874432*,,67545198297874432*,67545198297874432*,67545198297874432*
119,64*,64*,64*,64*,64*,64*,64*,64*,64*,64*
120,,,4890856366436343873536*,,,4890856366436343873536*,,4890856366436343873536*,4890856366436343873536*,4890856366436343873536*
121,,933728*,933728*,933728*,933728*,933728*,933728*,933728*,933728*,933728*
122,,,,,,,,33278627362665583108034953216*,,33278627362665583108034953216*
123,1048576*,1048576*,1048576*,1048576*,1048576*,1048576*,1048576*,1048576*,1048576*,1048576*
124,,,13611294676837538538534984297270728458240*,,,,,13611294676837538538534984297270728458240*,13611294676837538538534984297270728458240*,13611294676837538538534984297270728458240*
125,,5996960*,5996960*,,5996960*,5996960*,5996960*,5996960*,5996960*,5996960*
126,,6188544*,6188544*,6188544*,6188544*,6188544*,6188544*,6188544*,6188544*,6188544*
127,,34435235840*,34435235840*,,34435235840*,34435235840*,34435235840*,34435235840*,34435235840*,34435235840*
128,,,17448304640*,,17448304640*,17448304640*,17448304640*,17448304640*,17448304640*,17448304640*
129,2*,2*,2*,2*,2*,2*,2*,2*,2*,2*
130,,17179869184*,17179869184*,,17179869184*,17179869184*,17179869184*,17179869184*,17179869184*,17179869184*
131,16384*,16384*,16384*,16384*,16384*,16384*,16384*,16384*,16384*,16384*
132,1048576*,1048576*,1048576*,1048576*,1048576*,1048576*,1048576*,1048576*,1048576*,1048576*
133,10*,10*,10*,10*,10*,10*,10*,10*,10*,10*
134,5*,5*,5*,5*,5*,5*,5*,5*,5*,5*
135,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*
136,3*,3*,3*,3*,3*,3*,3*,3*,3*,3*
137,2048*,2048*,2048*,2048*,2048*,2048*,2048*,2048*,2048*,2048*
138,16384*,16384*,16384*,16384*,16384*,16384*,16384*,16384*,16384*,16384*
139,2356*,2356*,2356*,2356*,2356*,2356*,2356*,2356*,2356*,2356*
140,,2001984*,2001984*,2001984*,2001984*,2001984*,2001984*,2001984*,2001984*,2001984*
141,2*,2*,2*,2*,2*,2*,2*,2*,2*,2*
142,26*,26*,26*,26*,26*,26*,26*,26*,26*,26*
143,,32220866304*,32220866304*,,,32220866304*,32220866304*,32220866304*,32220866304*,32220866304*
144,,,10096027719780900754667077632*,,,,,10096027719780900754667077632*,10096027719780900754667077632*,10096027719780900754667077632*
145,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*
146,,2456*,2456*,2456*,2456*,2456*,2456*,2456*,2456*,2456*
147,54*,54*,54*,54*,54*,54*,54*,54*,54*,54*
148,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*
149,4*,4*,4*,4*,4*,4*,4*,4*,4*,4*
150,23*,23*,23*,23*,23*,23*,23*,23*,23*,23*
151,13*,13*,13*,13*,13*,13*,13*,13*,13*,13*
152,,13*,13*,13*,13*,13*,13*,13*,13*,13*
153,2*,2*,2*,2*,2*,2*,2*,2*,2*,2*
154,22*,22*,22*,22*,22*,22*,22*,22*,22*,22*
155,,880889052*,880889052*,,,880889052*,880889052*,880889052*,880889052*,880889052*
156,68092*,68092*,68092*,68092*,68092*,68092*,68092*,68092*,68092*,68092*
157,,12161668393600*,12161668393600*,,,12161668393600*,12161668393600*,12161668393600*,12161668393600*,12161668393600*
158,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*
159,,526*,526*,526*,526*,526*,526*,526*,526*,526*
160,509600*,509600*,509600*,509600*,509600*,509600*,509600*,509600*,509600*,509600*
161,4*,4*,4*,4*,4*,4*,4*,4*,4*,4*
162,368*,368*,368*,368*,368*,368*,368*,368*,368*,368*
163,1536*,1536*,1536*,1536*,1536*,1536*,1536*,1536*,1536*,1536*
164,1332*,1332*,1332*,1332*,1332*,1332*,1332*,1332*,1332*,1332*
165,24*,24*,24*,24*,24*,24*,24*,24*,24*,24*
166,4082*,4082*,4082*,4082*,4082*,4082*,4082*,4082*,4082*,4082*
167,365568*,365568*,365568*,365568*,365568*,365568*,365568*,365568*,365568*,365568*
168,64*,64*,64*,64*,64*,64*,64*,64*,64*,64*
169,4*,4*,4*,4*,4*,4*,4*,4*,4*,4*
170,9*,9*,9*,9*,9*,9*,9*,9*,9*,9*
171,5*,5*,5*,5*,5*,5*,5*,5*,5*,5*
172,9*,9*,9*,9*,9*,9*,9*,9*,9*,9*
173,18608*,18608*,18608*,18608*,18608*,18608*,18608*,18608*,18608*,18608*
174,13*,13*,13*,13*,13*,13*,13*,13*,13*,13*
175,2706*,2706*,2706*,2706*,2706*,2706*,2706*,2706*,2706*,2706*
176,0*,0*,0*,0*,0*,0*,0*,0*,0*,0*
177,26*,26*,26*,26*,26*,26*,26*,26*,26*,26*
178,18*,18*,18*,18*,18*,18*,18*,18*,18*,18*
179,1452*,1452*,1452*,1452*,1452*,1452*,1452*,1452*,1452*,1452*
180,3*,3*,3*,3*,3*,3*,3*,3*,3*,3*
181,2*,2*,2*,2*,2*,2*,2*,2*,2*,2*
182,7*,7*,7*,7*,7*,7*,7*,7*,7*,7*
183,20*,20*,20*,20*,20*,20*,20*,20*,20*,20*
184,2*,2*,2*,2*,2*,2*,2*,2*,2*,2*
185,24*,24*,24*,24*,24*,24*,24*,24*,24*,24*
186,24*,24*,24*,24*,24*,24*,24*,24*,24*,24*
187,238*,238*,238*,238*,238*,238*,238*,238*,238*,238*
188,2043*,2043*,2043*,2043*,2043*,2043*,2043*,2043*,2043*,2043*
189,2*,2*,2*,2*,2*,2*,2*,2*,2*,2*
190,2*,2*,2*,2*,2*,2*,2*,2*,2*,2*
191,7*,7*,7*,7*,7*,7*,7*,7*,7*,7*
192,65*,65*,65*,65*,65*,65*,65*,65*,65*,65*
193,9*,9*,9*,9*,9*,9*,9*,9*,9*,9*
194,,543522816*,543522816*,,543522816*,543522816*,543522816*,543522816*,543522816*,543522816*
195,,965663227813560320*,965663227813560320*,,,965663227813560320*,965663227813560320*,965663227813560320*,965663227813560320*,965663227813560320*
196,28*,28*,28*,28*,28*,28*,28*,28*,28*,28*
197,1460*,1460*,1460*,1460*,1460*,1460*,1460*,1460*,1460*,1460*
198,4*,4*,4*,4*,4*,4*,4*,4*,4*,4*
199,7*,7*,7*,7*,7*,7*,7*,7*,7*,7*
200,3*,3*,3*,3*,3*,3*,3*,3*,3*,3*
201,6*,6*,6*,6*,6*,6*,6*,6*,6*,6*
202,3*,3*,3*,3*,3*,3*,3*,3*,3*,3*
203,4*,4*,4*,4*,4*,4*,4*,4*,4*,4*
204,0*,0*,0*,0*,0*,0*,0*,0*,0*,0*
205,,20*,20*,20*,20*,20*,20*,20*,20*,20*
206,48*,48*,48*,48*,48*,48*,48*,48*,48*,48*
207,,21504*,21504*,21504*,21504*,21504*,21504*,21504*,21504*,21504*
208,5*,5*,5*,5*,5*,5*,5*,5*,5*,5*
209,8*,8*,8*,8*,8*,8*,8*,8*,8*,8*
210,0*,0*,0*,0*,0*,0*,0*,0*,0*,0*
211,0*,0*,0*,0*,0*,0*,0*,0*,0*,0*
212,8*,8*,8*,8*,8*,8*,8*,8*,8*,8*
213,2052*,2052*,2052*,2052*,2052*,2052*,2052*,2052*,2052*,2052*
214,,817152*,817152*,817152*,817152*,817152*,817152*,817152*,817152*,817152*
215,,218087424*,218087424*,,218087424*,218087424*,218087424*,218087424*,218087424*,218087424*
216,135168*,135168*,135168*,135168*,135168*,135168*,135168*,135168*,135168*,135168*
217,,40835743744*,40835743744*,,40835743744*,40835743744*,40835743744*,40835743744*,40835743744*,40835743744*
218,,52712374272*,52712374272*,,52712374272*,52712374272*,52712374272*,52712374272*,52712374272*,52712374272*
219,,999587577856*,999587577856*,,,999587577856*,999587577856*,999587577856*,999587577856*,999587577856*
220,,,2656331146614175432704000*,,,,,2656331146614175432704000*,2656331146614175432704000*,2656331146614175432704000*
221,,,2473901162496*,,,,,2473901162496*,2473901162496*,2473901162496*
222,,441039454208*,441039454208*,,441039454208*,441039454208*,,441039454208*,441039454208*,441039454208*
223,,388964800*,388964800*,,388964800*,388964800*,388964800*,388964800*,388964800*,388964800*
224,256*,256*,256*,256*,256*,256*,256*,256*,256*,256*
225,,4194304*,4194304*,4194304*,4194304*,4194304*,4194304*,4194304*,4194304*,4194304*
226,4*,4*,4*,4*,4*,4*,4*,4*,4*,4*
227,,276437212*,276437212*,,276437212*,276437212*,276437212*,276437212*,276437212*,276437212*
228,160*,160*,160*,160*,160*,160*,160*,160*,160*,160*
229,0*,0*,0*,0*,0*,0*,0*,0*,0*,0*
230,16*,16*,16*,16*,16*,16*,16*,16*,16*,16*
