Instance,PyBoolNet,SAF,SAF_SharpSAT-TD,fASP_conj,fASP_src,AEON,Hybrid_BMSA,Tseitin_SharpSAT-TD,PI_SharpSAT-TD,Hybrid_SharpSAT-TD
15_4508_43236,,,,,,,,,,
160_1937_27467,,,,,,,,2636214240172660961526388207641666881170105508020845141458681856*,2636214240172660961526388207641666881170105508020845141458681856*,2636214240172660961526388207641666881170105508020845141458681856*
161_2516_19487,,,,,,,,,,
162_2660_20441,,,,,,,,,,
163_2283_22643,,,,,,,,,,
164_1004_9183,,,,,,,,97221956575151610348423931280465255550943232*,97221956575151610348423931280465255550943232*,97221956575151610348423931280465255550943232*
165_1503_9148,,,,,,,,,,
166_1846_15763,,,,,,,,2796027161437692500684170860146627279927069657026939022887791168210866083013012452836936247148544*,2796027161437692500684170860146627279927069657026939022887791168210866083013012452836936247148544*,2796027161437692500684170860146627279927069657026939022887791168210866083013012452836936247148544*
167_3873_52381,,,,,,,,,,
168_4852_56067,,,,,,,,,,
169_2928_14027,,,,,,,,,,
16_1627_9550,,,,,,,,,,
170_2113_28077,,,,,,,,99625649675905206356888478979520972054113908312932601271989456338944*,99625649675905206356888478979520972054113908312932601271989456338944*,99625649675905206356888478979520972054113908312932601271989456338944*
171_3919_49464,,,,,,,,,,
172_3992_35006,,,,,,,,,,
173_2388_18313,,,,,,,,,,
174_1339_17795,,,,,,,,6287610542203715675758756549350490374144*,6287610542203715675758756549350490374144*,6287610542203715675758756549350490374144*
175_1162_15439,,,,,,,,,2185012337237179320605716023547149546422272*,2185012337237179320605716023547149546422272*
176_2083_11243,,,,,,,,,,
177_2899_21272,,,,,,,,,,
178_1615_22457,,,,,,,,225437694858019011059460299882503360812104045035520*,225437694858019011059460299882503360812104045035520*,225437694858019011059460299882503360812104045035520*
179_3800_46065,,,,,,,,,,
17_3627_31874,,,,,,,,,,
180_1112_5292,,,,,,,,,,
181_4188_30864,,,,,,,,,,
182_3816_22958,,,,,,,,,,
183_1575_16001,,,,,,,,,4636155398164357428027512736773905679488919306700260569137652523073536*,4636155398164357428027512736773905679488919306700260569137652523073536*
184_1948_13150,,,,,,,,,,
185_4802_47701,,,,,,,,,,
186_2512_20548,,,,,,,,,,
187_1329_18371,,,,,,,,3948970221977511943913097800210368692224*,3948970221977511943913097800210368692224*,3948970221977511943913097800210368692224*
188_2660_14198,,,,,,,,,,
189_2291_24177,,,,,,,,,2996516813166897608347634599900008899343013600033738052563764806179332659135849729619012878336*,2996516813166897608347634599900008899343013600033738052563764806179332659135849729619012878336*
18_2216_14198,,,,,,,,,,
190_1760_7630,,,,,,,,,,
191_3216_38950,,,,,,,,,,
192_4020_25795,,,,,,,,,,
193_4646_23242,,,,,,,,,,
194_1175_11464,,,,,,,,5387625842068762450842329952182987560884031130173440*,5387625842068762450842329952182987560884031130173440*,5387625842068762450842329952182987560884031130173440*
195_4379_35795,,,,,,,,,,
196_2807_14009,,,,,,,,,,
197_4679_41068,,,,,,,,,,
198_3390_25087,,,,,,,,,,
199_3789_27793,,,,,,,,,,
19_3565_21639,,,,,,,,,,
1_3249_43408,,,,,,,,,,
200_2451_15900,,,,,,,,,,
201_3570_23723,,,,,,,,,,
202_1583_10824,,,,,,,,,,
203_3156_26835,,,,,,,,,,
204_2302_24412,,,,,,,,5987698104315484159237945176997373165207824954650118552677198815609807002062556189234823168*,5987698104315484159237945176997373165207824954650118552677198815609807002062556189234823168*,5987698104315484159237945176997373165207824954650118552677198815609807002062556189234823168*
205_1474_6290,,,,0*,0*,0*,0*,0*,0*,0*
206_2604_36302,,,,,,,,1018163988834131610585593960667578189838964712759905241110722558623839427462430720*,1018163988834131610585593960667578189838964712759905241110722558623839427462430720*,1018163988834131610585593960667578189838964712759905241110722558623839427462430720*
207_1632_8033,,,,0*,0*,0*,0*,0*,0*,0*
208_1662_13613,,,,0*,0*,0*,0*,0*,0*,0*
209_4046_31260,,,,,,,,,,
20_3776_20788,,,,,,,,,,
210_2794_15771,,,,,,,,,,
211_3353_16070,,,,,,,,,,
212_2951_22911,,,,,,,,,,
213_3371_28694,,,,,,,,,,
214_2781_25525,,,,,,,,,,
215_1356_7032,,,,,,,,,,
216_1802_10239,,,,,,,,,,
217_1202_16614,,,,,,,,439836725353743942023830479946172503949312*,439836725353743942023830479946172503949312*,439836725353743942023830479946172503949312*
218_1747_6784,,,,,,,,,,
219_3001_31843,,,,,,,,,,
21_3657_20816,,,,,,,,,,
220_2712_24794,,,,,,,,,,
221_3919_42861,,,,,,,,,,
222_2668_21981,,,,,,,,,,
223_3090_20564,,,,,,,,,,
224_2750_16485,,,,,,,,,,
225_4056_54611,,,,,,,,1905583866102710968650723464500459881753239228180694232806034959008390353254689374918764009962407449164994245201756160*,1905583866102710968650723464500459881753239228180694232806034959008390353254689374918764009962407449164994245201756160*,1905583866102710968650723464500459881753239228180694232806034959008390353254689374918764009962407449164994245201756160*
226_1993_26426,,,,,,,,120141794743647371215525261415200354938105219393507719578710138719043584*,120141794743647371215525261415200354938105219393507719578710138719043584*,120141794743647371215525261415200354938105219393507719578710138719043584*
227_3961_27074,,,,,,,,,,
228_3990_35155,,,,,,,,,,
229_2672_18263,,,,,,,,,,
22_2410_18587,,,,,,,,,,
230_1628_7880,,,,0*,0*,0*,0*,0*,0*,0*
231_4357_31736,,,,,,,,,,
232_1977_26222,,,,,,,,436886442582860428494670148903650834097860157417533128855991711956992*,436886442582860428494670148903650834097860157417533128855991711956992*,436886442582860428494670148903650834097860157417533128855991711956992*
233_1695_10141,,,,,,,,,,
234_2979_18461,,,,,,,,,,
235_1154_11962,,,,,,,,449928730051343271707382140254244758880892192030720*,449928730051343271707382140254244758880892192030720*,449928730051343271707382140254244758880892192030720*
236_4024_34286,,,,,,,,,,
237_990_8073,,,,,,,,518382126450323519688230749485702439752431717842944*,518382126450323519688230749485702439752431717842944*,518382126450323519688230749485702439752431717842944*
238_2759_16663,,,,0*,0*,0*,0*,0*,0*,0*
239_3595_18708,,,,0*,0*,0*,0*,0*,0*,0*
23_2557_27124,,,,,,,,,30001219852162510421517755865167719793988803764997033291529998181278721405826413784246972909742774522675673956352*,30001219852162510421517755865167719793988803764997033291529998181278721405826413784246972909742774522675673956352*
240_2888_16545,,,,,,,,,,
241_1702_6205,,,,,,,,,,
242_2807_36868,,,,,,,,28267730668731167175849243865210819520314346206574991367525123383699360183203576968755862952034172928*,28267730668731167175849243865210819520314346206574991367525123383699360183203576968755862952034172928*,28267730668731167175849243865210819520314346206574991367525123383699360183203576968755862952034172928*
243_4077_27745,,,,,,,,,,
244_3011_29749,,,,,,,,,,
245_1253_12026,,,,,,,,176821551898207239787737387877242736655317227613419271313617321984*,176821551898207239787737387877242736655317227613419271313617321984*,176821551898207239787737387877242736655317227613419271313617321984*
246_2729_14749,,,,,,,,,,
247_2416_23941,,,,,,,,630748495963495774861244360634193116096321954353752994701211096848437548068835532327130192135917460783104*,630748495963495774861244360634193116096321954353752994701211096848437548068835532327130192135917460783104*,630748495963495774861244360634193116096321954353752994701211096848437548068835532327130192135917460783104*
248_2176_32059,,,,,,,,6797223864805265837942915679798708368964113400484946880902463488*,6797223864805265837942915679798708368964113400484946880902463488*,6797223864805265837942915679798708368964113400484946880902463488*
249_2170_21463,,,,,,,,,,
24_3449_37732,,,,,,,,,,
250_4754_47139,,,,,,,,,,
251_1390_10768,,,,,,,,,,
252_1488_20657,,,,,,,,315135342767805004186186026786421938557946450411520*,315135342767805004186186026786421938557946450411520*,315135342767805004186186026786421938557946450411520*
253_2802_26287,,,,,,,,,,
254_1112_5605,,,,,,,,,,244881686733369424467294032558953523777265120242990220410255192939487779951692742656*
255_2268_19288,,,,,,,,,,
256_1724_15044,,,,,,,,,,
257_2348_31122,,,,,,,,,64984019730685502913322503229930260617312205121895575340566490651129414680576*,64984019730685502913322503229930260617312205121895575340566490651129414680576*
258_1033_4160,,,,,,,,,,
259_2846_16095,,,,,,,,,,
25_3300_17611,,,,,,,,,,
260_4265_25557,,,,,,,,,,
261_2462_25433,,,,,,,,,,
262_2101_21658,,,,,,,,,,
263_2399_20427,,,,,,,,,,
264_1654_14000,,,,,,,,,,
265_1093_4593,,,,,,,,,,
266_2232_12676,,,,,,,,,,
267_3962_36356,,,,,,,,,,
268_2803_30789,,,,,,,,60605505143000102976272524391986380256701118188708952756330598179284816681703301515349915410030550054040764416*,60605505143000102976272524391986380256701118188708952756330598179284816681703301515349915410030550054040764416*,60605505143000102976272524391986380256701118188708952756330598179284816681703301515349915410030550054040764416*
269_2392_10028,,,,,,,,,,
26_1920_20284,,,,,,,,589882620675330659088952672332283070426137435739683678963871511396676799721111552*,589882620675330659088952672332283070426137435739683678963871511396676799721111552*,589882620675330659088952672332283070426137435739683678963871511396676799721111552*
270_2295_17892,,,,,,,,,,
271_2127_18725,,,,,,,,,,
272_1658_14400,,,,,,,,,973581875914240840384600956101915537474037674791018623779325022333528107619713024*,973581875914240840384600956101915537474037674791018623779325022333528107619713024*
273_1155_15536,,,,,,,,69826307481377292639830231248886330032128*,69826307481377292639830231248886330032128*,69826307481377292639830231248886330032128*
274_1607_14143,,,,,,,,,,
275_2990_15141,,,,,,,,,,
276_2022_15745,,,,,,,,,,
277_1107_8108,,,,0*,0*,0*,0*,0*,0*,0*
278_3007_27609,,,,,,,,,,
279_2441_15556,,,,,,,,,,
27_3162_29854,,,,,,,,,,
280_4019_50647,,,,,,,,,,
281_2832_21560,,,,,,,,,,
282_4494_25565,,,,,,,,,,
283_2313_13757,,,,,,,,,,
284_1537_13127,,,,,,,,,,
285_4921_57024,,,,,,,,,,
286_1788_6980,,,,,,,,,,
287_3392_26103,,,,,,,,,,
288_2805_18234,,,,,,,,,,
289_1398_8029,,,,,,,,,,
28_3229_39011,,,,,,,,,,
290_3579_20283,,,,,,,,,,
291_1846_9814,,,,,,,,,,
292_1831_10406,,,,,,,,,,
293_2486_33097,,,,,,,,4867642461299671487390029614976731596082528206085567722197527625286751971442688*,4867642461299671487390029614976731596082528206085567722197527625286751971442688*,4867642461299671487390029614976731596082528206085567722197527625286751971442688*
294_4268_42171,,,,,,,,,,
295_2013_17137,,,,,,,,,,
296_2586_17698,,,,,,,,,,
297_3896_16756,,,,,,,,,,
298_1044_8012,,,,,,,,9496010264933593499095279683478586327890217344754416558029144064*,9496010264933593499095279683478586327890217344754416558029144064*,9496010264933593499095279683478586327890217344754416558029144064*
299_4065_21224,,,,,,,,,,
29_1459_9435,,,,,,,,,,
2_978_5644,,,,,,,,,,
300_4085_22777,,,,,,,,,,
301_3304_33381,,,,,,,,,,
302_1413_11450,,,,,,,,417052749746803788557357137588620798410852357238182993832371101083107328*,417052749746803788557357137588620798410852357238182993832371101083107328*,417052749746803788557357137588620798410852357238182993832371101083107328*
303_2155_11741,,,,,,,,,,
304_3844_53456,,,,,,,,,,
305_2024_9727,,,,,,,,,,
306_3681_51131,,,,0*,0*,0*,0*,0*,0*,0*
307_1594_7848,,,,,,,,,,
308_3635_28433,,,,,,,,,,
309_3250_19793,,,,,,,,,,
30_4283_43327,,,,,,,,,,
310_3092_26375,,,,,,,,,,
311_4014_40690,,,,,,,,,,
312_3077_18385,,,,,,,,,,
313_1832_12983,,,,0*,0*,0*,0*,0*,0*,0*
314_1056_3868,,,,,,,,13954526773813086947838456792319781924464607863435697211516235187933511528868453115788236161024*,13954526773813086947838456792319781924464607863435697211516235187933511528868453115788236161024*,
315_2091_8753,,,,,,,,,,
316_1163_5172,,,,,,,,,,
317_2849_17067,,,,,,,,,,
318_4780_60113,,,,,,,,,,
319_3025_18025,,,,,,,,,,
31_2590_31492,,,,,,,,,,
320_2337_24841,,,,,,,,93620159289369252836138621601074431374742419088791193301229649764723501366242569858147090956288*,93620159289369252836138621601074431374742419088791193301229649764723501366242569858147090956288*,93620159289369252836138621601074431374742419088791193301229649764723501366242569858147090956288*
321_4636_34052,,,,,,,,,,
322_1005_9944,,,,,,,,3228208216989188827551597545732003957047296*,3228208216989188827551597545732003957047296*,3228208216989188827551597545732003957047296*
323_4700_41279,,,,,,,,,,
324_2571_9884,,,,,,,,,,
325_2327_14924,,,,,,,,,,
326_3147_16147,,,,,,,,,,
327_1228_9391,,,,,,,,150933629807771522261986154994211591672677584892932146731177159350214983680*,150933629807771522261986154994211591672677584892932146731177159350214983680*,150933629807771522261986154994211591672677584892932146731177159350214983680*
328_2129_8662,,,,,,,,,,
329_4411_25010,,,,,,,,,,
32_1472_12450,,,,,,,,,,
330_1694_10108,,,,,,,,,,
331_1963_11699,,,,,,,,,,
332_2316_11046,,,,,,,,,,
333_2485_17525,,,,,,,,,,
334_1250_6241,,,,,,,,,,
335_4737_28560,,,,0*,0*,,0*,0*,0*,0*
336_2814_25946,,,,,,,,,,
337_4126_54693,,,,,,,,,,
338_2194_22486,,,,,,,,,,
339_3074_31752,,,,,,,,,,
33_4691_34307,,,,,,,,,,
340_4034_16741,,,,,,,,,,
341_4593_45200,,,,,,,,,,
342_4900_37556,,,,,,,,,,
343_2934_12868,,,,,,,,,,
344_3033_30875,,,,,,,,,,
345_1509_8576,,,,,,,,,,
346_1146_8678,,,,,,,,44361261732366290039415791216034018363093506617241961185559969792*,44361261732366290039415791216034018363093506617241961185559969792*,44361261732366290039415791216034018363093506617241961185559969792*
347_1517_9807,,,,,,,,,,
348_4743_29463,,,,,,,,,,
349_3075_23765,,,,,,,,,,
34_2073_12101,,,,,,,,,,
350_1267_13061,,,,,,,,,105114702754385128720373829129183823311519442098436391829504*,105114702754385128720373829129183823311519442098436391829504*
351_2860_15568,,,,,,,,,,
352_1480_8600,,,,,,,,,,
353_1507_12876,,,,,,,,,,
354_3158_19046,,,,,,,,,,
355_1877_14402,,,,,,,,,,
356_3473_30365,,,,,,,,,,
357_2294_19502,,,,,,,,,,
358_4490_43124,,,,,,,,,,
359_1281_18147,,,,,,,,129769870772489766839852875681049480265728*,129769870772489766839852875681049480265728*,129769870772489766839852875681049480265728*
35_2333_8482,,,,,,,,,,
360_2086_29655,,,,,,,,5021480910307679617219958816324735383735101719356741795847340032*,5021480910307679617219958816324735383735101719356741795847340032*,5021480910307679617219958816324735383735101719356741795847340032*
361_2102_16347,,,,,,,,,,
362_3615_17922,,,,,,,,,,
363_2212_9257,,,,,,,,,,
364_3841_51175,,,,,,,,,,
365_2972_15550,,,,,,,,,,
366_3274_27933,,,,,,,,,,
367_3768_50257,,,,,,,,,,
368_3629_50478,,,,,,,,,69686831309665577134428634355953430457482003213778728280449978114612768300772542046816636039325621213055088680538996736*,69686831309665577134428634355953430457482003213778728280449978114612768300772542046816636039325621213055088680538996736*
369_2876_16173,,,,,,,,,,
36_1652_21936,,,,,,,,866143507442448373930379434394777557089124352*,866143507442448373930379434394777557089124352*,866143507442448373930379434394777557089124352*
370_3762_33255,,,,,,,,,,
371_3837_19935,,,,,,,,,,
372_2040_18746,,,,0*,0*,0*,0*,0*,0*,0*
373_2496_16665,,,,,,,,,,
374_1180_10351,,,,,,,,16157053676434104155318047776344015424567043200169839427584*,16157053676434104155318047776344015424567043200169839427584*,16157053676434104155318047776344015424567043200169839427584*
375_4409_28515,,,,,,,,,,
376_2063_20490,,,,,,,,,,
377_2123_29375,,,,,,,,53893364974168964374600237781483437945335302802271177471126131912432680960*,53893364974168964374600237781483437945335302802271177471126131912432680960*,53893364974168964374600237781483437945335302802271177471126131912432680960*
378_2885_16402,,,,,,,,,,
379_2994_24380,,,,,,,,,,
37_4573_40033,,,,,,,,,,
380_4465_44146,,,,,,,,,,
381_2374_24073,,,,,,,,,,
382_1282_18848,,,,,,,,793289498640668034742146290170904707072*,793289498640668034742146290170904707072*,793289498640668034742146290170904707072*
383_2063_11674,,,,,,,,,,
384_2631_22460,,,,,,,,,,
385_3492_38393,,,,,,,,,,
386_2598_11085,,,,,,,,,,
387_4124_39500,,,,,,,,,,
388_2547_15905,,,,,,,,,,
389_1541_7743,,,,,,,,,,
38_2780_17288,,,,,,,,,,
390_1666_10810,,,,,,,,,,
391_2968_22736,,,,,,,,,,
392_4282_49794,,,,,,,,,,
393_2323_11520,,,,,,,,,,
394_1034_4780,,,,,,,,,,
395_4170_22067,,,,,,,,,,
396_4654_25949,,,,,,,,,,
397_1156_6360,,,,,,,,,,
398_2679_23580,,,,,,,,,,
399_2747_31885,,,,,,,,,,
39_3316_19997,,,,,,,,,,
3_3390_33148,,,,,,,,,,
400_1823_8173,,,,,,,,,,
40_3578_25250,,,,,,,,,,
41_3466_40303,,,,,,,,,,
42_4367_44064,,,,,,,,,,
43_3008_28955,,,,,,,,,,
44_1918_25563,,,,,,,,44264187305974656725559630109844437704139349056089045904308305920*,44264187305974656725559630109844437704139349056089045904308305920*,44264187305974656725559630109844437704139349056089045904308305920*
45_4492_27797,,,,,,,,,,
46_1312_15210,,,,,,,,2638133625882502689259671690689866667480862255218688*,2638133625882502689259671690689866667480862255218688*,2638133625882502689259671690689866667480862255218688*
47_3931_26139,,,,,,,,,,
48_3411_21919,,,,,,,,,,
49_3799_29170,,,,,,,,,,
4_3317_47148,,,,,,,,,,
50_2617_26941,,,,,,,,,,
51_4640_62474,,,,,,,,,,
52_2094_8877,,,,,,,,,,
53_1393_18550,,,,,,,,894137034401536924613379682159173494293651259392*,894137034401536924613379682159173494293651259392*,894137034401536924613379682159173494293651259392*
54_2817_35585,,,,0*,0*,0*,0*,0*,0*,0*
55_2259_31164,,,,0*,0*,,0*,0*,0*,0*
56_2030_10939,,,,,,,,,,
57_4314_57386,,,,,,,,,,
58_1470_8001,,,,,,,,,,
59_968_5523,,,,,,,,6768269017470915829172742636396003393080655291052690142020357444622876672*,6768269017470915829172742636396003393080655291052690142020357444622876672*,6768269017470915829172742636396003393080655291052690142020357444622876672*
5_1095_5989,,,,,,,,,6481466450970935229412889435493860507260963803532254017719548833102299136*,6481466450970935229412889435493860507260963803532254017719548833102299136*
60_4175_59269,,,,,,,,10222974281255154851339745498808727174171454808114032455766134859265677505708526628661709749234867578373188796538759090798592*,10222974281255154851339745498808727174171454808114032455766134859265677505708526628661709749234867578373188796538759090798592*,10222974281255154851339745498808727174171454808114032455766134859265677505708526628661709749234867578373188796538759090798592*
61_1556_12750,,,,,,,,,,
62_1962_11722,,,,,,,,,,
63_3372_18560,,,,,,,,,,
64_1703_19684,,,,,,,,,119168714446072929244829494924723770501620112345540617338628928962560*,119168714446072929244829494924723770501620112345540617338628928962560*
65_3876_44940,,,,,,,,,,
66_2345_12282,,,,,,,,,,
67_2709_18484,,,,,,,,,,
68_1595_21217,,,,,,,,343944505325084658923878538560647154382697608037531648*,343944505325084658923878538560647154382697608037531648*,343944505325084658923878538560647154382697608037531648*
69_1855_9666,,,,,,,,,,
6_1103_5535,,,,,,,,,,
70_3546_34539,,,,,,,,,,
71_3219_18010,,,,,,,,,,
72_3626_17501,,,,,,,,,,
73_1072_15746,,,,,,,,116213812365963124821534441472*,116213812365963124821534441472*,116213812365963124821534441472*
74_3757_50253,,,,,,,,,,
75_2270_11500,,,,,,,,,,
76_3937_40037,,,,0*,0*,,0*,0*,0*,0*
77_2103_20532,,,,,,,,250648232149265859737869243600165406525363495026356950073981978173268663887143632896*,250648232149265859737869243600165406525363495026356950073981978173268663887143632896*,250648232149265859737869243600165406525363495026356950073981978173268663887143632896*
78_3969_38220,,,,,,,,,,
79_3932_21357,,,,,,,,,,
7_1860_11963,,,,,,,,,,
80_2041_12170,,,,,,,,,,
81_2462_28669,,,,,,,,,16706012318253619664025044872090829751807976604702636295774755556665825042918031604076420367940321280*,16706012318253619664025044872090829751807976604702636295774755556665825042918031604076420367940321280*
82_4365_41257,,,,,,,,,,
83_1501_11480,,,,,,,,,,
84_4276_22484,,,,,,,,,,
85_2443_17773,,,,,,,,,,
86_3960_49594,,,,,,,,693029833697739571676236997620250994494693822525204861639224057950602337988797592373575855906676461911056911455723058054356271104*,693029833697739571676236997620250994494693822525204861639224057950602337988797592373575855906676461911056911455723058054356271104*,693029833697739571676236997620250994494693822525204861639224057950602337988797592373575855906676461911056911455723058054356271104*
87_1210_5370,,,,,,,,,11791337676902554689646258940393565497673780319251215070273103865124859899634722935229458153472*,11791337676902554689646258940393565497673780319251215070273103865124859899634722935229458153472*
88_1363_10600,,,,,,,,,14747128047354365075557431284901030433052741510092668288322539814405166210220032*,14747128047354365075557431284901030433052741510092668288322539814405166210220032*
89_4344_63939,,,,,,,,,,
8_4180_54966,,,,,,,,,325763802307696999399260621328871001614070529496959946083923235347516740130451692396741079540154973377057172548769263725506985984*,325763802307696999399260621328871001614070529496959946083923235347516740130451692396741079540154973377057172548769263725506985984*
90_1154_6361,,,,,,,,,,
91_3793_23031,,,,,,,,,,
92_4569_26824,,,,,,,,,,
93_4466_22468,,,,,,,,,,
94_1242_14497,,,,,,,,237402446898010980277833103521635159704629936128*,237402446898010980277833103521635159704629936128*,237402446898010980277833103521635159704629936128*
95_3303_21323,,,,,,,,,,
96_4239_41953,,,,,,,,,,
97_1684_13683,,,,,,,,,,
98_3780_22687,,,,,,,,,,
99_4476_39427,,,,,,,,,,
9_4712_43754,,,,0*,0*,0*,0*,0*,0*,0*
Cell_cycle_control_network,,,,,,,,,,
EMT_Mechanosensing,82*,82*,82*,82*,82*,82*,82*,82*,82*,82*
EMT_Mechanosensing_TGFbeta,478*,478*,478*,478*,478*,478*,478*,478*,478*,478*
Executable_file_for_Alzheimer_model_BCC,,,13553180944744003924451400205863192097103960354330270737143428036029317120*,,,,,13553180944744003924451400205863192097103960354330270737143428036029317120*,13553180944744003924451400205863192097103960354330270737143428036029317120*,13553180944744003924451400205863192097103960354330270737143428036029317120*
Executable_file_for_CaSQ_derived_MAPK_model_BCC,,,1249445412864*,,,1249445412864*,,1249445412864*,1249445412864*,1249445412864*
Executable_file_for_CaSQ_derived_mast_cell_activation_model_BCC,524288*,524288*,524288*,524288*,524288*,524288*,524288*,524288*,524288*,524288*
Executable_file_for_cholocystokinin_model_BCC,,,47935169240579835005239296*,,,,,47935169240579835005239296*,47935169240579835005239296*,47935169240579835005239296*
HOG_example,25632*,25632*,25632*,25632*,25632*,25632*,25632*,25632*,25632*,25632*
Insulin_example,,,,563200*,563200*,563200*,563200*,563200*,563200*,563200*
Leishmania,,,2656331146614175432704000*,,,,,2656331146614175432704000*,2656331146614175432704000*,2656331146614175432704000*
T-cell_co-receptor_molecules_calcium_channel,,441039454208*,441039454208*,,441039454208*,441039454208*,441039454208*,441039454208*,441039454208*,441039454208*
YeastPheromoneModel,,,,,,,,5711631030629640192*,,5711631030629640192*
signaling-dependent-pluripotency,412*,412*,412*,412*,412*,412*,412*,412*,412*,412*
